,NOC,Sport,Year,Gold,Silver,Bronze,Total
3520,ITA,Cycling,1964,4,11,0,15
3521,ITA,Diving,1964,0,1,0,1
3522,ITA,Gymnastics,1964,1,1,1,3
3523,ITA,Sailing,1968,0,0,3,3
3524,ITA,Rowing,1968,3,0,4,7
3525,ITA,Boxing,1968,0,0,1,1
3526,ITA,Athletics,1968,0,0,2,2
3527,ITA,Fencing,1968,0,5,1,6
3528,ITA,Shooting,1968,0,1,0,1
3529,ITA,Cycling,1968,1,1,9,11
3530,ITA,Diving,1968,1,1,0,2
3531,ITA,Weightlifting,1972,0,0,1,1
3532,ITA,Wrestling,1972,0,0,2,2
3533,ITA,Athletics,1972,0,0,2,2
3534,ITA,Swimming,1972,0,1,2,3
3535,ITA,Fencing,1972,6,0,0,6
3536,ITA,Shooting,1972,1,0,1,2
3537,ITA,Equestrianism,1972,1,1,4,6
3538,ITA,Diving,1972,1,1,1,3
3539,ITA,Athletics,1976,0,1,0,1
3540,ITA,Judo,1976,0,0,1,1
3541,ITA,Fencing,1976,1,11,0,12
3542,ITA,Shooting,1976,0,0,2,2
3543,ITA,Cycling,1976,0,1,0,1
3544,ITA,Diving,1976,1,1,0,2
3545,ITA,Archery,1976,0,0,1,1
3546,ITA,Water Polo,1976,0,11,0,11
3547,ITA,Sailing,1980,0,0,2,2
3548,ITA,Wrestling,1980,1,0,0,1
3549,ITA,Boxing,1980,1,0,0,1
3550,ITA,Athletics,1980,3,0,4,7
3551,ITA,Judo,1980,1,0,0,1
3552,ITA,Fencing,1980,0,5,0,5
3553,ITA,Shooting,1980,1,0,0,1
3554,ITA,Equestrianism,1980,1,4,0,5
3555,ITA,Basketball,1980,0,12,0,12
3556,ITA,Diving,1980,0,0,1,1
3557,ITA,Archery,1980,0,0,1,1
3558,ITA,Sailing,1984,0,0,2,2
3559,ITA,Rowing,1984,3,0,0,3
3560,ITA,Weightlifting,1984,1,0,0,1
3561,ITA,Wrestling,1984,1,0,0,1
3562,ITA,Boxing,1984,1,2,2,5
3563,ITA,Athletics,1984,3,1,3,7
3564,ITA,Judo,1984,0,1,0,1
3565,ITA,Fencing,1984,11,1,7,19
3566,ITA,Shooting,1984,1,1,1,3
3567,ITA,Volleyball,1984,0,0,12,12
3568,ITA,Cycling,1984,4,0,0,4
3569,ITA,Modern Pentathlon,1984,4,0,1,5
3570,ITA,Rowing,1988,7,0,0,7
3571,ITA,Wrestling,1988,1,0,0,1
3572,ITA,Boxing,1988,1,0,0,1
3573,ITA,Athletics,1988,1,1,1,3
3574,ITA,Swimming,1988,0,0,1,1
3575,ITA,Fencing,1988,1,5,6,12
3576,ITA,Modern Pentathlon,1988,0,4,0,4
3577,ITA,Rowing,1992,0,3,4,7
3578,ITA,Wrestling,1992,0,1,0,1
3579,ITA,Athletics,1992,0,0,1,1
3580,ITA,Judo,1992,0,1,0,1
3581,ITA,Swimming,1992,0,0,2,2
3582,ITA,Fencing,1992,6,1,0,7
3583,ITA,Shooting,1992,0,0,2,2
3584,ITA,Cycling,1992,2,4,0,6
3585,ITA,Canoeing,1992,1,0,2,3
3586,ITA,Water Polo,1992,12,0,0,12
3587,ITA,Modern Pentathlon,1992,0,0,3,3
3588,ITA,Sailing,1996,0,0,1,1
3589,ITA,Rowing,1996,2,0,0,2
3590,ITA,Athletics,1996,0,2,2,4
3591,ITA,Judo,1996,0,1,1,2
3592,ITA,Swimming,1996,0,0,1,1
3593,ITA,Fencing,1996,7,4,4,15
3594,ITA,Shooting,1996,2,1,2,5
3595,ITA,Volleyball,1996,0,12,0,12
3596,ITA,Cycling,1996,4,1,0,5
3597,ITA,Canoeing,1996,3,3,1,7
3598,ITA,Archery,1996,0,0,3,3
3599,ITA,Water Polo,1996,0,0,13,13
3600,ITA,Gymnastics,1996,1,0,0,1
3601,ITA,Sailing,2000,1,1,0,2
3602,ITA,Rowing,2000,4,6,2,12
3603,ITA,Boxing,2000,0,0,1,1
3604,ITA,Athletics,2000,0,2,0,2
3605,ITA,Judo,2000,1,0,3,4
3606,ITA,Swimming,2000,3,1,2,6
3607,ITA,Fencing,2000,8,0,5,13
3608,ITA,Shooting,2000,0,1,1,2
3609,ITA,Volleyball,2000,0,0,12,12
3610,ITA,Cycling,2000,2,0,2,4
3611,ITA,Canoeing,2000,3,0,1,4
3612,ITA,Archery,2000,0,3,0,3
3613,ITA,Sailing,2004,0,0,1,1
3614,ITA,Rowing,2004,0,0,10,10
3615,ITA,Boxing,2004,0,0,1,1
3616,ITA,Athletics,2004,2,0,1,3
3617,ITA,Judo,2004,0,0,1,1
3618,ITA,Swimming,2004,0,1,6,7
3619,ITA,Fencing,2004,5,5,1,11
3620,ITA,Football,2004,0,0,17,17
3621,ITA,Shooting,2004,1,2,0,3
3622,ITA,Volleyball,2004,0,12,0,12
3623,ITA,Basketball,2004,0,12,0,12
3624,ITA,Cycling,2004,1,0,0,1
3625,ITA,Canoeing,2004,0,3,0,3
3626,ITA,Archery,2004,1,0,0,1
3627,ITA,Water Polo,2004,13,0,0,13
3628,ITA,Gymnastics,2004,1,0,1,2
3629,ITA,Rhythmic Gymnastics,2004,0,6,0,6
3630,ITA,Taekwondo,2008,0,1,0,1
3631,ITA,Sailing,2008,0,1,1,2
3632,ITA,Rowing,2008,0,4,0,4
3633,ITA,Wrestling,2008,1,0,0,1
3634,ITA,Boxing,2008,1,1,1,3
3635,ITA,Athletics,2008,1,0,1,2
3636,ITA,Judo,2008,1,0,0,1
3637,ITA,Swimming,2008,1,1,0,2
3638,ITA,Fencing,2008,2,0,14,16
3639,ITA,Shooting,2008,1,2,0,3
3640,ITA,Cycling,2008,0,0,1,1
3641,ITA,Canoeing,2008,0,1,2,3
3642,ITA,Archery,2008,0,3,0,3
3643,ITA,Taekwondo,2012,1,0,1,2
3644,ITA,Rowing,2012,0,2,0,2
3645,ITA,Boxing,2012,0,2,1,3
3646,ITA,Athletics,2012,0,0,1,1
3647,ITA,Judo,2012,0,0,1,1
3648,ITA,Swimming,2012,0,0,1,1
3649,ITA,Fencing,2012,9,2,5,16
3650,ITA,Shooting,2012,2,3,0,5
3651,ITA,Volleyball,2012,0,0,12,12
3652,ITA,Cycling,2012,0,0,1,1
3653,ITA,Canoeing,2012,1,0,0,1
3654,ITA,Archery,2012,3,0,0,3
3655,ITA,Water Polo,2012,0,13,0,13
3656,ITA,Gymnastics,2012,0,0,1,1
3657,ITA,Rhythmic Gymnastics,2012,0,0,6,6
3658,ITA,Rowing,2016,0,0,6,6
3659,ITA,Wrestling,2016,0,0,1,1
3660,ITA,Judo,2016,1,1,0,2
3661,ITA,Swimming,2016,1,1,2,4
3662,ITA,Fencing,2016,1,6,0,7
3663,ITA,Shooting,2016,4,3,0,7
3664,ITA,Volleyball,2016,0,12,0,12
3665,ITA,Cycling,2016,1,0,1,2
3666,ITA,Diving,2016,0,2,1,3
3667,ITA,Beach Volleyball,2016,0,2,0,2
3668,ITA,Water Polo,2016,0,13,13,26
3669,ITA,Taekwondo,2020,1,0,0,1
3670,ITA,Sailing,2020,2,0,0,2
3671,ITA,Rowing,2020,2,0,6,8
3672,ITA,Weightlifting,2020,0,1,2,3
3673,ITA,Wrestling,2020,0,0,1,1
3674,ITA,Boxing,2020,0,0,1,1
3675,ITA,Athletics,2020,10,0,0,10
3676,ITA,Judo,2020,0,0,2,2
3677,ITA,Artistic Gymnastics,2020,0,1,0,1
3678,ITA,Swimming,2020,0,6,7,13
3679,ITA,Fencing,2020,0,6,8,14
3680,ITA,Shooting,2020,0,1,0,1
3681,ITA,Archery,2020,0,1,1,2
3682,ITA,Canoe Sprint,2020,0,1,0,1
3683,ITA,Cycling Road,2020,0,0,1,1
3684,ITA,Cycling Track,2020,6,0,1,7
3685,ITA,Marathon Swimming,2020,0,0,1,1
3686,ITA,Karate,2020,1,0,1,2
3687,ITA,Rhythmic Gymnastics,2020,0,0,5,5
3688,ITA,Taekwondo,2024,0,0,1,1
3689,ITA,Sailing,2024,3,0,0,3
3690,ITA,Rowing,2024,0,6,0,6
3691,ITA,Tennis,2024,2,0,1,3
3692,ITA,Weightlifting,2024,0,0,1,1
3693,ITA,Athletics,2024,0,1,2,3
3694,ITA,Judo,2024,1,0,0,1
3695,ITA,Artistic Gymnastics,2024,1,5,1,7
3696,ITA,Swimming,2024,2,0,6,8
3697,ITA,Fencing,2024,4,9,1,14
3698,ITA,Shooting,2024,2,2,1,5
3699,ITA,Volleyball,2024,13,0,0,13
3700,ITA,Modern Pentathlon,2024,0,0,1,1
3701,ITA,Canoe Slalom,2024,1,0,0,1
3702,ITA,Canoe Sprint,2024,0,2,0,2
3703,ITA,Cycling Track,2024,2,1,4,7
3704,ITA,Rhythmic Gymnastics,2024,0,0,6,6
3705,JAM,Athletics,1948,1,2,0,3
3706,JAM,Athletics,1952,5,3,0,8
3707,JAM,Athletics,1968,0,1,0,1
3708,JAM,Athletics,1972,0,0,1,1
3709,JAM,Athletics,1976,1,1,0,2
3710,JAM,Athletics,1980,0,0,2,2
3711,JAM,Cycling,1980,0,0,1,1
3712,JAM,Athletics,1984,0,5,2,7
3713,JAM,Athletics,1988,0,7,0,7
3714,JAM,Athletics,1992,0,3,1,4
3715,JAM,Athletics,1996,1,3,12,16
3716,JAM,Athletics,2000,0,20,3,23
3717,JAM,Athletics,2004,6,1,6,13
3718,JAM,Athletics,2008,5,3,6,14
3719,JAM,Athletics,2012,8,9,8,25
3720,JAM,Athletics,2016,11,17,2,30
3721,JAM,Athletics,2020,9,1,11,21
3722,JAM,Athletics,2024,1,3,2,6
3723,JOR,Taekwondo,2016,1,0,0,1
3724,JOR,Taekwondo,2020,0,1,0,1
3725,JOR,Karate,2020,0,0,1,1
3726,JOR,Taekwondo,2024,0,1,0,1
3727,JPN,Tennis,1920,0,3,0,3
3728,JPN,Wrestling,1924,0,0,1,1
3729,JPN,Athletics,1928,1,1,0,2
3730,JPN,Swimming,1928,1,5,1,7
3731,JPN,Athletics,1932,1,1,2,4
3732,JPN,Swimming,1932,8,5,2,15
3733,JPN,Equestrianism,1932,1,0,0,1
3734,JPN,Hockey,1932,0,11,0,11
3735,JPN,Athletics,1936,2,2,3,7
3736,JPN,Swimming,1936,7,2,5,14
3737,JPN,Art Competitions,1936,0,0,2,2
3738,JPN,Wrestling,1952,1,1,0,2
3739,JPN,Swimming,1952,0,6,0,6
3740,JPN,Gymnastics,1952,0,2,2,4
3741,JPN,Wrestling,1956,2,1,0,3
3742,JPN,Swimming,1956,1,4,0,5
3743,JPN,Gymnastics,1956,1,10,5,16
3744,JPN,Weightlifting,1960,0,1,0,1
3745,JPN,Wrestling,1960,0,1,0,1
3746,JPN,Boxing,1960,0,0,1,1
3747,JPN,Swimming,1960,0,6,7,13
3748,JPN,Shooting,1960,0,0,1,1
3749,JPN,Gymnastics,1960,9,2,3,14
3750,JPN,Weightlifting,1964,1,0,2,3
3751,JPN,Wrestling,1964,5,0,1,6
3752,JPN,Boxing,1964,1,0,0,1
3753,JPN,Athletics,1964,0,0,1,1
3754,JPN,Judo,1964,3,1,0,4
3755,JPN,Swimming,1964,0,0,5,5
3756,JPN,Shooting,1964,0,0,1,1
3757,JPN,Volleyball,1964,12,0,9,21
3758,JPN,Gymnastics,1964,10,4,6,20
3759,JPN,Weightlifting,1968,1,1,1,3
3760,JPN,Wrestling,1968,4,1,0,5
3761,JPN,Boxing,1968,0,0,1,1
3762,JPN,Athletics,1968,0,1,0,1
3763,JPN,Football,1968,0,0,16,16
3764,JPN,Volleyball,1968,0,20,0,20
3765,JPN,Gymnastics,1968,11,2,4,17
3766,JPN,Wrestling,1972,2,2,0,4
3767,JPN,Judo,1972,3,0,1,4
3768,JPN,Swimming,1972,2,0,1,3
3769,JPN,Volleyball,1972,12,12,0,24
3770,JPN,Gymnastics,1972,10,5,6,21
3771,JPN,Weightlifting,1976,0,0,2,2
3772,JPN,Wrestling,1976,2,0,4,6
3773,JPN,Judo,1976,3,1,1,5
3774,JPN,Volleyball,1976,12,0,0,12
3775,JPN,Archery,1976,0,1,0,1
3776,JPN,Gymnastics,1976,8,4,3,15
3777,JPN,Weightlifting,1984,0,0,3,3
3778,JPN,Wrestling,1984,2,5,2,9
3779,JPN,Judo,1984,4,0,1,5
3780,JPN,Shooting,1984,1,0,0,1
3781,JPN,Volleyball,1984,0,0,12,12
3782,JPN,Cycling,1984,0,0,1,1
3783,JPN,Archery,1984,0,0,1,1
3784,JPN,Gymnastics,1984,3,3,8,14
3785,JPN,Synchronized Swimming,1984,0,0,3,3
3786,JPN,Wrestling,1988,2,2,0,4
3787,JPN,Judo,1988,1,0,3,4
3788,JPN,Swimming,1988,1,0,0,1
3789,JPN,Shooting,1988,0,1,0,1
3790,JPN,Gymnastics,1988,0,0,7,7
3791,JPN,Synchronized Swimming,1988,0,0,3,3
3792,JPN,Wrestling,1992,0,0,1,1
3793,JPN,Athletics,1992,0,2,0,2
3794,JPN,Judo,1992,2,4,4,10
3795,JPN,Swimming,1992,1,0,0,1
3796,JPN,Shooting,1992,0,1,1,2
3797,JPN,Baseball,1992,0,0,20,20
3798,JPN,Gymnastics,1992,0,1,7,8
3799,JPN,Synchronized Swimming,1992,0,0,3,3
3800,JPN,Sailing,1996,0,2,0,2
3801,JPN,Wrestling,1996,0,0,1,1
3802,JPN,Athletics,1996,0,0,1,1
3803,JPN,Judo,1996,3,4,1,8
3804,JPN,Cycling,1996,0,0,1,1
3805,JPN,Baseball,1996,0,20,0,20
3806,JPN,Synchronized Swimming,1996,0,0,9,9
3807,JPN,Taekwondo,2000,0,0,1,1
3808,JPN,Wrestling,2000,0,1,0,1
3809,JPN,Athletics,2000,1,0,0,1
3810,JPN,Judo,2000,4,2,2,8
3811,JPN,Swimming,2000,0,2,5,7
3812,JPN,Softball,2000,0,15,0,15
3813,JPN,Synchronized Swimming,2000,0,11,0,11
3814,JPN,Sailing,2004,0,0,2,2
3815,JPN,Wrestling,2004,2,1,3,6
3816,JPN,Athletics,2004,2,0,0,2
3817,JPN,Judo,2004,8,2,0,10
3818,JPN,Swimming,2004,3,1,7,11
3819,JPN,Cycling,2004,0,3,0,3
3820,JPN,Softball,2004,0,0,14,14
3821,JPN,Archery,2004,0,1,0,1
3822,JPN,Baseball,2004,0,0,24,24
3823,JPN,Gymnastics,2004,6,1,2,9
3824,JPN,Synchronized Swimming,2004,0,11,0,11
3825,JPN,Wrestling,2008,2,2,2,6
3826,JPN,Athletics,2008,0,4,0,4
3827,JPN,Judo,2008,4,1,2,7
3828,JPN,Swimming,2008,2,0,6,8
3829,JPN,Fencing,2008,0,1,0,1
3830,JPN,Cycling,2008,0,0,1,1
3831,JPN,Softball,2008,15,0,0,15
3832,JPN,Gymnastics,2008,0,7,0,7
3833,JPN,Synchronized Swimming,2008,0,0,2,2
3834,JPN,Weightlifting,2012,0,1,0,1
3835,JPN,Wrestling,2012,4,0,2,6
3836,JPN,Boxing,2012,1,0,1,2
3837,JPN,Athletics,2012,0,0,1,1
3838,JPN,Judo,2012,1,3,3,7
3839,JPN,Swimming,2012,0,6,11,17
3840,JPN,Fencing,2012,0,4,0,4
3841,JPN,Football,2012,0,18,0,18
3842,JPN,Volleyball,2012,0,0,12,12
3843,JPN,Archery,2012,0,1,3,4
3844,JPN,Gymnastics,2012,1,6,0,7
3845,JPN,Table Tennis,2012,0,3,0,3
3846,JPN,Badminton,2012,0,2,0,2
3847,JPN,Tennis,2016,0,0,1,1
3848,JPN,Weightlifting,2016,0,0,1,1
3849,JPN,Wrestling,2016,4,3,0,7
3850,JPN,Athletics,2016,0,4,1,5
3851,JPN,Judo,2016,3,1,8,12
3852,JPN,Swimming,2016,2,2,6,10
3853,JPN,Canoeing,2016,0,0,1,1
3854,JPN,Gymnastics,2016,6,0,1,7
3855,JPN,Synchronized Swimming,2016,0,0,10,10
3856,JPN,Table Tennis,2016,0,3,4,7
3857,JPN,Badminton,2016,2,0,1,3
3858,JPN,Weightlifting,2020,0,0,1,1
3859,JPN,Wrestling,2020,5,1,1,7
3860,JPN,Boxing,2020,1,0,2,3
3861,JPN,Athletics,2020,0,1,1,2
3862,JPN,Judo,2020,9,13,1,23
3863,JPN,Artistic Gymnastics,2020,2,4,2,8
3864,JPN,Swimming,2020,2,1,0,3
3865,JPN,Fencing,2020,4,0,0,4
3866,JPN,Basketball,2020,0,12,0,12
3867,JPN,Archery,2020,0,0,4,4
3868,JPN,Cycling Track,2020,0,1,0,1
3869,JPN,Skateboarding,2020,3,1,1,5
3870,JPN,Surfing,2020,0,1,1,2
3871,JPN,Karate,2020,1,1,1,3
3872,JPN,Sport Climbing,2020,0,1,1,2
3873,JPN,Golf,2020,0,1,0,1
3874,JPN,Baseball/Softball,2020,39,0,0,39
3875,JPN,Table Tennis,2020,2,3,4,9
3876,JPN,Badminton,2020,0,0,2,2
3877,JPN,Sailing,2024,0,2,0,2
3878,JPN,Wrestling,2024,8,1,2,11
3879,JPN,Athletics,2024,1,0,0,1
3880,JPN,Judo,2024,3,15,3,21
3881,JPN,Artistic Gymnastics,2024,7,0,1,8
3882,JPN,Swimming,2024,0,1,0,1
3883,JPN,Fencing,2024,5,4,8,17
3884,JPN,Diving,2024,0,1,0,1
3885,JPN,Modern Pentathlon,2024,0,1,0,1
3886,JPN,Equestrian,2024,0,0,4,4
3887,JPN,Skateboarding,2024,2,2,0,4
3888,JPN,Sport Climbing,2024,0,1,0,1
3889,JPN,Golf,2024,0,0,1,1
3890,JPN,Breaking,2024,1,0,0,1
3891,JPN,Table Tennis,2024,0,3,1,4
3892,JPN,Badminton,2024,0,0,4,4
3893,KAZ,Weightlifting,1996,0,1,0,1
3894,KAZ,Wrestling,1996,1,0,1,2
3895,KAZ,Boxing,1996,1,1,2,4
3896,KAZ,Shooting,1996,0,2,1,3
3897,KAZ,Modern Pentathlon,1996,1,0,0,1
3898,KAZ,Wrestling,2000,0,1,0,1
3899,KAZ,Boxing,2000,2,2,0,4
3900,KAZ,Athletics,2000,1,0,0,1
3901,KAZ,Cycling,2000,0,1,0,1
3902,KAZ,Weightlifting,2004,0,1,0,1
3903,KAZ,Wrestling,2004,0,2,1,3
3904,KAZ,Boxing,2004,1,1,1,3
3905,KAZ,Athletics,2004,0,0,1,1
3906,KAZ,Taekwondo,2008,0,0,1,1
3907,KAZ,Weightlifting,2008,1,2,1,4
3908,KAZ,Wrestling,2008,0,1,4,5
3909,KAZ,Boxing,2008,1,0,1,2
3910,KAZ,Judo,2008,0,1,0,1
3911,KAZ,Weightlifting,2012,4,0,0,4
3912,KAZ,Wrestling,2012,0,0,3,3
3913,KAZ,Boxing,2012,1,1,2,4
3914,KAZ,Athletics,2012,1,0,0,1
3915,KAZ,Cycling,2012,1,0,0,1
3916,KAZ,Weightlifting,2016,1,1,4,6
3917,KAZ,Wrestling,2016,0,1,2,3
3918,KAZ,Boxing,2016,1,2,2,5
3919,KAZ,Athletics,2016,0,0,1,1
3920,KAZ,Judo,2016,0,1,1,2
3921,KAZ,Swimming,2016,1,0,0,1
3922,KAZ,Weightlifting,2020,0,0,2,2
3923,KAZ,Wrestling,2020,0,0,1,1
3924,KAZ,Boxing,2020,0,0,2,2
3925,KAZ,Judo,2020,0,0,1,1
3926,KAZ,Karate,2020,0,0,2,2
3927,KAZ,Wrestling,2024,0,1,0,1
3928,KAZ,Boxing,2024,0,1,1,2
3929,KAZ,Judo,2024,1,0,1,2
3930,KAZ,Artistic Gymnastics,2024,0,1,0,1
3931,KAZ,Shooting,2024,0,0,2,2
3932,KEN,Athletics,1964,0,0,1,1
3933,KEN,Boxing,1968,0,0,1,1
3934,KEN,Athletics,1968,3,7,1,11
3935,KEN,Boxing,1972,0,1,2,3
3936,KEN,Athletics,1972,5,2,2,9
3937,KEN,Boxing,1984,0,0,1,1
3938,KEN,Athletics,1984,1,0,1,2
3939,KEN,Boxing,1988,1,0,1,2
3940,KEN,Athletics,1988,4,2,1,7
3941,KEN,Athletics,1992,2,4,2,8
3942,KEN,Athletics,1996,1,4,3,8
3943,KEN,Athletics,2000,2,3,2,7
3944,KEN,Athletics,2004,1,4,2,7
3945,KEN,Athletics,2008,6,4,5,15
3946,KEN,Athletics,2012,2,4,5,11
3947,KEN,Athletics,2016,6,6,1,13
3948,KEN,Athletics,2020,4,4,2,10
3949,KEN,Athletics,2024,4,2,5,11
3950,KGZ,Judo,2000,0,0,1,1
3951,KGZ,Wrestling,2008,0,1,1,2
3952,KGZ,Wrestling,2020,0,2,1,3
3953,KGZ,Wrestling,2024,0,1,4,5
3954,KGZ,Boxing,2024,0,1,0,1
3955,KOR,Weightlifting,1948,0,0,1,1
3956,KOR,Boxing,1948,0,0,1,1
3957,KOR,Weightlifting,1952,0,0,1,1
3958,KOR,Boxing,1952,0,0,1,1
3959,KOR,Weightlifting,1956,0,0,1,1
3960,KOR,Boxing,1956,0,1,0,1
3961,KOR,Wrestling,1964,0,1,0,1
3962,KOR,Boxing,1964,0,1,0,1
3963,KOR,Judo,1964,0,0,1,1
3964,KOR,Boxing,1968,0,1,1,2
3965,KOR,Judo,1972,0,1,0,1
3966,KOR,Wrestling,1976,1,0,1,2
3967,KOR,Judo,1976,0,1,2,3
3968,KOR,Volleyball,1976,0,0,12,12
3969,KOR,Wrestling,1984,2,1,4,7
3970,KOR,Boxing,1984,1,1,1,3
3971,KOR,Judo,1984,2,2,1,5
3972,KOR,Basketball,1984,0,11,0,11
3973,KOR,Archery,1984,1,0,1,2
3974,KOR,Handball,1984,0,13,0,13
3975,KOR,Weightlifting,1988,0,1,1,2
3976,KOR,Wrestling,1988,2,2,5,9
3977,KOR,Boxing,1988,2,1,1,4
3978,KOR,Judo,1988,2,0,1,3
3979,KOR,Shooting,1988,0,1,0,1
3980,KOR,Hockey,1988,0,16,0,16
3981,KOR,Archery,1988,7,2,1,10
3982,KOR,Gymnastics,1988,0,0,1,1
3983,KOR,Handball,1988,12,13,0,25
3984,KOR,Table Tennis,1988,3,1,2,6
3985,KOR,Weightlifting,1992,1,0,0,1
3986,KOR,Wrestling,1992,2,1,1,4
3987,KOR,Boxing,1992,0,0,2,2
3988,KOR,Athletics,1992,1,0,0,1
3989,KOR,Judo,1992,1,1,2,4
3990,KOR,Shooting,1992,2,0,0,2
3991,KOR,Archery,1992,4,2,0,6
3992,KOR,Gymnastics,1992,0,0,1,1
3993,KOR,Handball,1992,13,0,0,13
3994,KOR,Table Tennis,1992,0,0,8,8
3995,KOR,Badminton,1992,4,1,2,7
3996,KOR,Wrestling,1996,1,3,0,4
3997,KOR,Boxing,1996,0,1,0,1
3998,KOR,Athletics,1996,0,1,0,1
3999,KOR,Judo,1996,2,4,2,8
4000,KOR,Hockey,1996,0,16,0,16
4001,KOR,Archery,1996,4,3,1,8
4002,KOR,Gymnastics,1996,0,1,0,1
4003,KOR,Handball,1996,0,16,0,16
4004,KOR,Table Tennis,1996,0,0,4,4
4005,KOR,Badminton,1996,3,4,0,7
4006,KOR,Taekwondo,2000,3,1,0,4
4007,KOR,Wrestling,2000,1,2,1,4
4008,KOR,Judo,2000,0,2,3,5
4009,KOR,Fencing,2000,1,0,1,2
4010,KOR,Shooting,2000,0,1,0,1
4011,KOR,Hockey,2000,0,16,0,16
4012,KOR,Archery,2000,7,1,1,9
4013,KOR,Baseball,2000,0,0,24,24
4014,KOR,Gymnastics,2000,0,1,1,2
4015,KOR,Table Tennis,2000,0,0,2,2
4016,KOR,Badminton,2000,0,2,2,4
4017,KOR,Taekwondo,2004,2,0,2,4
4018,KOR,Weightlifting,2004,0,2,0,2
4019,KOR,Wrestling,2004,1,1,0,2
4020,KOR,Boxing,2004,0,0,2,2
4021,KOR,Judo,2004,1,1,1,3
4022,KOR,Shooting,2004,0,2,1,3
4023,KOR,Archery,2004,7,1,0,8
4024,KOR,Gymnastics,2004,0,1,1,2
4025,KOR,Handball,2004,0,15,0,15
4026,KOR,Table Tennis,2004,1,2,1,4
4027,KOR,Badminton,2004,2,3,2,7
4028,KOR,Taekwondo,2008,4,0,0,4
4029,KOR,Weightlifting,2008,2,1,0,3
4030,KOR,Wrestling,2008,0,0,1,1
4031,KOR,Boxing,2008,0,0,1,1
4032,KOR,Judo,2008,1,2,1,4
4033,KOR,Swimming,2008,1,1,0,2
4034,KOR,Fencing,2008,0,1,0,1
4035,KOR,Shooting,2008,1,1,0,2
4036,KOR,Archery,2008,6,2,1,9
4037,KOR,Baseball,2008,24,0,0,24
4038,KOR,Gymnastics,2008,0,1,0,1
4039,KOR,Handball,2008,0,0,14,14
4040,KOR,Table Tennis,2008,0,0,6,6
4041,KOR,Badminton,2008,2,2,2,6
4042,KOR,Taekwondo,2012,1,1,0,2
4043,KOR,Wrestling,2012,1,0,0,1
4044,KOR,Boxing,2012,0,1,0,1
4045,KOR,Judo,2012,2,0,1,3
4046,KOR,Swimming,2012,0,2,0,2
4047,KOR,Fencing,2012,5,4,6,15
4048,KOR,Football,2012,0,0,18,18
4049,KOR,Shooting,2012,3,2,0,5
4050,KOR,Archery,2012,5,0,3,8
4051,KOR,Gymnastics,2012,1,0,0,1
4052,KOR,Table Tennis,2012,0,3,0,3
4053,KOR,Badminton,2012,0,0,2,2
4054,KOR,Taekwondo,2016,2,0,3,5
4055,KOR,Weightlifting,2016,0,0,1,1
4056,KOR,Wrestling,2016,0,0,1,1
4057,KOR,Judo,2016,0,2,1,3
4058,KOR,Fencing,2016,1,0,1,2
4059,KOR,Shooting,2016,1,1,0,2
4060,KOR,Archery,2016,8,0,1,9
4061,KOR,Golf,2016,1,0,0,1
4062,KOR,Badminton,2016,0,0,2,2
4063,KOR,Taekwondo,2020,0,1,2,3
4064,KOR,Judo,2020,0,1,2,3
4065,KOR,Artistic Gymnastics,2020,1,0,1,2
4066,KOR,Fencing,2020,4,4,9,17
4067,KOR,Shooting,2020,0,1,0,1
4068,KOR,Archery,2020,9,0,0,9
4069,KOR,Modern Pentathlon,2020,0,0,1,1
4070,KOR,Badminton,2020,0,0,2,2
4071,KOR,Taekwondo,2024,2,0,1,3
4072,KOR,Weightlifting,2024,0,1,0,1
4073,KOR,Boxing,2024,0,0,1,1
4074,KOR,Judo,2024,0,2,13,15
4075,KOR,Swimming,2024,0,0,1,1
4076,KOR,Fencing,2024,5,4,0,9
4077,KOR,Shooting,2024,3,4,0,7
4078,KOR,Archery,2024,10,1,1,12
4079,KOR,Modern Pentathlon,2024,0,0,1,1
4080,KOR,Table Tennis,2024,0,0,5,5
4081,KOR,Badminton,2024,1,2,0,3
4082,KOS,Judo,2016,1,0,0,1
4083,KOS,Judo,2020,2,0,0,2
4084,KOS,Judo,2024,0,1,1,2
4085,KSA,Athletics,2000,0,1,0,1
4086,KSA,Equestrianism,2000,0,0,1,1
4087,KSA,Equestrianism,2012,0,0,4,4
4088,KSA,Karate,2020,0,1,0,1
4089,KUW,Shooting,2000,0,0,1,1
4090,KUW,Shooting,2012,0,0,1,1
4091,KUW,Shooting,2020,0,0,1,1
4092,LAT,Athletics,1932,0,1,0,1
4093,LAT,Wrestling,1936,0,1,0,1
4094,LAT,Athletics,1936,0,0,1,1
4095,LAT,Shooting,1992,0,1,0,1
4096,LAT,Cycling,1992,0,0,1,1
4097,LAT,Canoeing,1992,0,1,0,1
4098,LAT,Canoeing,1996,0,1,0,1
4099,LAT,Athletics,2000,0,1,0,1
4100,LAT,Judo,2000,0,0,1,1
4101,LAT,Gymnastics,2000,1,0,0,1
4102,LAT,Weightlifting,2004,0,1,0,1
4103,LAT,Athletics,2004,0,1,0,1
4104,LAT,Modern Pentathlon,2004,0,1,0,1
4105,LAT,Gymnastics,2004,0,1,0,1
4106,LAT,Weightlifting,2008,0,0,1,1
4107,LAT,Athletics,2008,0,1,0,1
4108,LAT,Cycling,2008,1,0,0,1
4109,LAT,Cycling,2012,1,0,0,1
